id_venta,id_producto,cantidad,fecha,id_cliente
V005687,P0115,1,2021-03-02,C0003
V001133,P0200,6,2023-05-17,C0059
V001034,P0123,4,2023-02-24,C0198
V006062,P0154,4,2021-03-27,C0164
V004286,P0535,5,2022-09-08,C0283
V006157,P0560,8,2024-04-13,C0182
V007509,P0165,1,2020-05-31,C0275
V005980,P0470,3,2024-06-27,C0183
V005897,P0299,9,2023-04-04,C0246
V004067,P0004,8,2021-11-01,C0167
V001719,P0194,3,2023-03-25,C0017
V004775,P0221,2,2022-05-21,C0199
V006888,P0592,7,2023-06-15,C0059
V007973,P0172,6,2020-01-19,C0041
V004430,P0522,10,2022-05-26,C0144
V007246,P0077,4,2023-07-23,C0195
V003573,P0142,9,2022-03-05,C0217
V006214,P0376,10,2021-12-26,C0234
V000479,P0131,6,2020-12-22,C0217
V007957,P0273,7,2020-01-12,C0270
V001809,P0514,2,2020-09-05,C0142
V003802,P0456,6,2021-11-27,C0051
V002253,P0137,3,2021-08-06,C0099
V005498,P0326,10,2020-12-04,C0092
V002411,P0410,1,2021-02-08,C0262
V005350,P0412,10,2022-10-03,C0049
V007137,P0396,1,2020-12-31,C0155
V002742,P0191,8,2023-07-02,C0030
V002502,P0289,8,2021-02-11,C0283
V003540,P0445,3,2021-01-13,C0160
V001144,P0373,10,2024-01-09,C0238
V002989,P0078,9,2021-08-17,C0134
V007121,P0455,1,2020-09-18,C0045
V004910,P0198,2,2021-03-30,C0254
V006310,P0521,10,2022-09-24,C0234
V003241,P0147,4,2021-01-24,C0283
V004331,P0492,10,2023-04-06,C0030
V003485,P0570,2,2022-07-13,C0025
V000038,P0254,5,2023-08-26,C0205
V007484,P0512,7,2023-02-15,C0250
V001438,P0405,10,2022-11-03,C0046
V002440,P0302,3,2022-02-25,C0033
V007815,P0513,10,2020-08-07,C0145
V004139,P0286,6,2020-01-09,C0209
V002645,P0302,5,2023-01-23,C0281
V004609,P0163,5,2020-10-26,C0244
V002138,P0372,1,2023-03-22,C0300
V005562,P0083,4,2023-04-15,C0211
V002377,P0536,2,2020-10-10,C0190
V005636,P0187,9,2022-01-25,C0251
V006148,P0261,2,2024-06-19,C0065
V003833,P0574,2,2021-01-16,C0210
V007089,P0063,10,2022-06-16,C0061
V000971,P0498,6,2021-12-10,C0043
V004366,P0321,3,2022-09-12,C0162
V002452,P0160,10,2022-09-11,C0011
V004967,P0402,7,2024-06-02,C0086
V003498,P0262,9,2020-04-06,C0187
V002521,P0479,2,2021-06-21,C0145
V005403,P0108,2,2020-03-21,C0112
V005597,P0416,5,2022-05-04,C0282
V007466,P0525,9,2024-02-13,C0281
V000415,P0415,5,2021-04-28,C0053
V005607,P0498,7,2020-10-01,C0186
V001779,P0172,1,2023-06-17,C0234
V006209,P0422,6,2023-05-25,C0282
V006973,P0180,2,2020-07-02,C0119
V001637,P0263,4,2022-10-20,C0190
V001894,P0485,9,2021-10-29,C0041
V003859,P0211,7,2023-07-20,C0011
V003309,P0477,5,2020-09-30,C0238
V001682,P0097,1,2021-11-04,C0021
V004094,P0141,10,2022-09-14,C0092
V003862,P0257,5,2023-11-02,C0186
V007807,P0081,8,2021-10-23,C0007
V007488,P0535,2,2020-03-24,C0183
V001694,P0364,5,2021-09-18,C0143
V001178,P0427,6,2023-02-18,C0255
V005105,P0487,7,2020-04-07,C0156
V001208,P0423,3,2023-02-20,C0106
V002810,P0109,7,2021-04-20,C0046
V000105,P0188,5,2020-01-30,C0044
V002720,P0326,4,2020-11-30,C0123
V007183,P0031,3,2021-08-01,C0200
V004561,P0030,7,2022-01-02,C0059
V000755,P0458,2,2022-01-23,C0300
V002583,P0397,1,2022-07-11,C0265
V000405,P0060,1,2020-02-06,C0282
V000727,P0418,5,2021-03-27,C0069
V003348,P0549,7,2021-10-22,C0246
V007834,P0330,2,2022-03-03,C0187
V006949,P0336,2,2023-05-15,C0069
V001553,P0216,2,2024-03-21,C0045
V007780,P0310,1,2022-01-16,C0195
V004837,P0524,2,2023-12-11,C0173
V007926,P0090,8,2023-02-01,C0089
V007329,P0178,5,2023-12-07,C0079
V002486,P0299,8,2020-04-14,C0022
V000103,P0292,10,2020-02-28,C0187
V002058,P0206,6,2022-03-20,C0241
V001467,P0456,8,2023-04-26,C0065
V001401,P0111,3,2022-09-02,C0256
V005444,P0229,7,2024-06-28,C0069
V004684,P0111,5,2020-04-05,C0270
V000458,P0486,5,2020-09-16,C0181
V001071,P0216,2,2023-06-27,C0182
V005762,P0100,6,2023-06-22,C0227
V000776,P0196,8,2024-02-18,C0197
V001848,P0180,6,2020-12-17,C0190
V007346,P0474,4,2020-02-20,C0208
V003432,P0523,5,2024-05-16,C0249
V002713,P0090,6,2024-06-09,C0117
V005039,P0390,3,2020-09-28,C0197
V007569,P0316,3,2024-04-11,C0075
V006923,P0253,1,2020-11-13,C0247
V004127,P0497,6,2022-12-23,C0269
V004532,P0401,8,2023-02-19,C0065
V003662,P0350,10,2023-03-11,C0174
V007411,P0443,6,2022-11-08,C0028
V005085,P0484,10,2023-02-04,C0208
V004607,P0278,9,2023-03-02,C0131
V003921,P0504,5,2023-04-28,C0159
V005078,P0300,1,2022-02-17,C0164
V004684,P0216,2,2020-04-05,C0270
V000402,P0235,7,2023-03-19,C0182
V007869,P0003,1,2023-09-23,C0041
V003500,P0455,1,2021-01-06,C0035
V003962,P0284,2,2021-07-02,C0025
V007518,P0493,10,2021-05-29,C0101
V000530,P0172,7,2023-02-28,C0064
V007287,P0081,9,2021-06-23,C0088
V004641,P0584,6,2023-11-29,C0244
V006203,P0429,10,2022-05-21,C0276
V001716,P0094,9,2023-08-07,C0106
V003432,P0511,1,2024-05-16,C0249
V000957,P0483,9,2021-04-01,C0073
V000123,P0434,1,2020-01-27,C0114
V006054,P0022,5,2024-03-02,C0165
V006072,P0507,10,2023-09-11,C0169
V007594,P0331,1,2020-08-03,C0165
V003766,P0518,7,2020-11-01,C0123
V000502,P0213,8,2021-08-24,C0053
V000463,P0093,3,2024-05-23,C0126
V000603,P0018,10,2023-03-09,C0061
V003422,P0436,9,2022-10-04,C0249
V003202,P0410,1,2023-04-09,C0262
V000171,P0205,9,2023-05-08,C0216
V000817,P0317,3,2020-10-04,C0069
V002963,P0542,1,2022-10-13,C0246
V006402,P0011,6,2023-01-27,C0169
V007799,P0305,7,2022-08-02,C0192
V003784,P0289,1,2024-01-12,C0007
V003768,P0145,8,2021-08-01,C0194
V007921,P0432,8,2021-03-05,C0279
V007548,P0350,1,2022-05-12,C0267
V002987,P0162,2,2020-04-07,C0069
V005224,P0230,5,2023-12-26,C0125
V001870,P0383,9,2022-01-11,C0101
V004024,P0228,7,2022-11-17,C0122
V002438,P0526,6,2023-01-21,C0232
V003991,P0066,5,2022-09-18,C0059
V000787,P0402,4,2020-07-28,C0255
V007892,P0337,7,2021-07-14,C0206
V003661,P0433,3,2021-02-06,C0256
V004945,P0120,1,2022-09-17,C0161
V005432,P0483,9,2022-04-27,C0031
V006493,P0591,9,2022-11-21,C0156
V005281,P0169,4,2021-09-03,C0104
V006135,P0477,4,2023-09-03,C0142
V006317,P0096,7,2024-05-10,C0142
V002980,P0324,3,2021-04-18,C0230
V005210,P0099,10,2021-07-30,C0164
V005002,P0427,4,2022-07-12,C0205
V001688,P0116,8,2023-05-02,C0217
V001749,P0354,1,2022-02-21,C0190
V004115,P0233,1,2024-05-14,C0120
V007987,P0039,1,2021-08-23,C0167
V002521,P0481,6,2021-06-21,C0145
V004298,P0358,1,2022-06-30,C0076
V001790,P0079,10,2020-09-08,C0244
V001091,P0304,8,2022-05-13,C0228
V000491,P0278,8,2020-05-04,C0032
V002307,P0317,4,2023-09-22,C0009
V004533,P0299,2,2023-04-21,C0241
V002126,P0242,3,2023-10-29,C0166
V002488,P0113,2,2021-02-23,C0256
V003141,P0317,9,2023-08-07,C0049
V003632,P0198,5,2023-05-30,C0090
V006041,P0239,5,2021-11-06,C0007
V001247,P0463,1,2020-06-27,C0271
V004856,P0248,3,2022-07-06,C0071
V005268,P0241,9,2021-02-20,C0079
V002774,P0378,10,2023-12-03,C0229
V007430,P0183,4,2020-04-01,C0004
V002992,P0079,7,2022-05-08,C0173
V004415,P0183,1,2020-01-14,C0276
V001547,P0430,6,2021-12-19,C0142
V004410,P0077,6,2021-01-15,C0278
V003862,P0177,6,2023-11-02,C0186
V001614,P0124,3,2024-06-17,C0204
V003145,P0541,2,2021-07-01,C0053
V001317,P0398,9,2023-04-29,C0213
V000619,P0150,4,2021-06-01,C0229
V007578,P0532,10,2023-02-23,C0030
V005356,P0177,6,2022-01-13,C0025
V000837,P0465,1,2020-10-07,C0291
V000722,P0183,1,2021-09-30,C0205
V002283,P0381,6,2024-02-12,C0223
V005427,P0403,2,2022-09-01,C0060
V003298,P0101,4,2024-03-01,C0244
V000553,P0367,6,2024-06-24,C0065
V002171,P0508,2,2024-03-23,C0127
V005582,P0339,4,2021-10-14,C0074
V002177,P0199,3,2020-09-05,C0061
V007349,P0514,6,2021-04-05,C0237
V004044,P0487,2,2020-05-11,C0113
V006556,P0287,9,2023-08-29,C0154
V004931,P0378,9,2020-10-21,C0073
V006988,P0536,3,2021-12-10,C0182
V000320,P0053,9,2020-06-22,C0213
V003996,P0365,5,2020-06-28,C0039
V006435,P0350,9,2020-06-20,C0167
V004109,P0435,3,2023-08-28,C0082
V003544,P0009,3,2022-01-24,C0030
V003274,P0284,8,2022-04-01,C0275
V000258,P0133,2,2021-09-14,C0228
V006658,P0157,4,2023-06-26,C0178
V004956,P0489,10,2020-06-30,C0279
V007881,P0115,7,2021-02-13,C0099
V001963,P0583,8,2021-09-02,C0279
V007047,P0479,10,2023-05-15,C0084
V005033,P0440,4,2021-06-03,C0005
V004931,P0531,8,2020-10-21,C0073
V002316,P0506,7,2021-12-14,C0220
V006432,P0372,6,2023-02-13,C0212
V001736,P0487,4,2024-03-09,C0073
V005735,P0576,1,2023-06-13,C0291
V002686,P0024,10,2022-04-21,C0166
V007519,P0224,7,2020-08-06,C0249
V007893,P0564,9,2022-09-02,C0190
V004162,P0136,9,2022-12-11,C0059
V004459,P0127,6,2023-03-24,C0282
V005088,P0008,6,2022-06-30,C0112
V002639,P0299,3,2020-09-27,C0209
V006355,P0161,9,2022-02-16,C0035
V004875,P0493,4,2022-07-02,C0215
V005855,P0574,10,2022-01-06,C0244
V003768,P0285,4,2021-08-01,C0194
V005042,P0178,1,2021-12-22,C0295
V000149,P0397,9,2020-01-25,C0159
V000658,P0489,1,2022-07-18,C0248
V007430,P0410,7,2020-04-01,C0004
V002578,P0465,4,2024-06-11,C0218
V006192,P0449,2,2021-08-21,C0088
V006941,P0126,7,2022-11-28,C0090
V007210,P0533,8,2022-01-18,C0286
V000754,P0474,7,2021-10-24,C0139
V002461,P0448,6,2020-02-29,C0260
V007583,P0342,1,2021-09-11,C0092
V005704,P0268,3,2020-07-09,C0089
V000629,P0139,1,2023-04-09,C0294
V002168,P0438,8,2022-01-30,C0134
V003459,P0036,5,2021-09-25,C0088
V007241,P0397,6,2020-05-17,C0254
V000872,P0344,6,2022-07-22,C0054
V005891,P0542,3,2022-05-02,C0050
V004105,P0063,3,2023-08-22,C0300
V004339,P0498,6,2022-05-29,C0099
V005919,P0179,5,2021-05-27,C0132
V005950,P0170,2,2022-04-26,C0123
V001490,P0416,6,2024-01-29,C0159
V006398,P0402,5,2023-06-03,C0267
V005941,P0533,8,2022-11-15,C0215
V007299,P0165,6,2021-08-20,C0117
V001800,P0155,9,2023-11-10,C0199
V002064,P0036,2,2020-05-10,C0255
V004416,P0249,4,2024-05-09,C0044
V007902,P0131,8,2020-12-18,C0038
V005948,P0356,4,2023-12-15,C0133
V005473,P0122,6,2020-09-06,C0058
V006242,P0135,1,2020-04-21,C0076
V003212,P0315,9,2022-06-26,C0188
V005684,P0037,9,2021-07-17,C0254
V006723,P0031,5,2023-01-23,C0198
V002940,P0398,1,2022-10-18,C0117
V002377,P0015,5,2020-10-10,C0190
V000710,P0160,3,2020-12-14,C0025
V000316,P0440,8,2021-02-04,C0113
V000833,P0487,6,2024-01-21,C0166
V006122,P0169,9,2023-09-29,C0203
V000165,P0456,9,2024-04-18,C0260
V003545,P0173,2,2024-05-14,C0156
V007210,P0126,5,2022-01-18,C0286
V003714,P0024,10,2023-07-19,C0181
V005113,P0598,10,2021-03-03,C0048
V000768,P0258,4,2020-10-01,C0300
V007189,P0113,8,2020-05-26,C0112
V003641,P0433,8,2022-10-09,C0215
V007756,P0025,7,2022-05-07,C0228
V003729,P0247,4,2023-06-10,C0162
V003637,P0537,6,2022-09-23,C0065
V003572,P0285,1,2022-07-12,C0096
V000781,P0063,4,2024-02-08,C0093
V005446,P0534,1,2022-11-06,C0194
V002068,P0382,1,2021-02-13,C0221
V003566,P0078,2,2023-03-23,C0144
V003891,P0167,1,2022-04-23,C0081
V004348,P0130,8,2020-05-05,C0228
V002483,P0262,6,2020-12-22,C0090
V005793,P0364,9,2022-12-24,C0051
V007003,P0469,9,2023-05-08,C0270
V004859,P0438,2,2020-05-07,C0021
V004967,P0565,7,2024-06-02,C0086
V004520,P0012,5,2021-03-26,C0061
V001236,P0397,1,2020-11-09,C0263
V005446,P0413,1,2022-11-06,C0194
V004151,P0348,9,2020-11-29,C0194
V004513,P0284,1,2024-05-22,C0174
V005121,P0023,5,2022-04-27,C0070
V006766,P0185,10,2021-02-18,C0281
V002590,P0479,4,2020-02-02,C0265
V001745,P0452,10,2020-10-26,C0053
V003127,P0136,9,2023-03-30,C0246
V000458,P0456,9,2020-09-16,C0181
V006270,P0332,1,2021-09-24,C0253
V002904,P0224,5,2024-02-09,C0034
V002519,P0465,3,2020-02-16,C0078
V002803,P0356,2,2022-09-14,C0114
V004458,P0218,10,2022-05-31,C0049
V002465,P0366,10,2020-01-29,C0279
V006162,P0021,4,2021-03-11,C0093
V003218,P0209,8,2022-10-13,C0218
V000464,P0165,10,2021-02-25,C0058
V004350,P0552,3,2021-09-29,C0132
V003640,P0059,3,2021-03-29,C0278
V001713,P0023,1,2023-02-25,C0197
V001737,P0083,5,2022-04-15,C0188
V007884,P0247,8,2023-04-29,C0251
V000858,P0171,9,2022-09-21,C0032
V006205,P0141,5,2022-11-21,C0001
V000402,P0452,7,2023-03-19,C0182
V005923,P0006,3,2022-09-20,C0129
V000363,P0324,2,2022-03-13,C0205
V002462,P0281,4,2022-01-14,C0228
V002808,P0155,3,2020-08-31,C0286
V003689,P0523,3,2023-05-13,C0246
V004545,P0263,3,2020-06-25,C0112
V001558,P0513,3,2020-06-16,C0071
V007400,P0199,5,2023-08-01,C0226
V001112,P0454,2,2022-10-23,C0297
V002296,P0392,8,2020-03-13,C0228
V003393,P0481,3,2020-11-10,C0075
V003105,P0326,10,2023-05-25,C0203
V000644,P0456,8,2021-08-03,C0038
V001393,P0094,7,2020-06-06,C0030
V002140,P0235,9,2021-08-21,C0114
V005733,P0088,6,2021-03-17,C0079
V001031,P0399,8,2022-07-23,C0206
V002004,P0183,2,2022-06-08,C0078
V003084,P0211,9,2020-02-23,C0039
V002296,P0190,5,2020-03-13,C0228
V006435,P0435,6,2020-06-20,C0167
V001481,P0163,4,2022-12-24,C0255
V000159,P0168,3,2021-04-14,C0117
V002072,P0121,10,2022-08-15,C0203
V006893,P0468,10,2022-01-21,C0247
V002547,P0375,3,2024-06-26,C0073
V000157,P0477,6,2021-03-10,C0104
V002047,P0163,5,2020-01-01,C0093
V001345,P0261,1,2023-12-03,C0192
V007186,P0508,4,2020-09-12,C0300
V000292,P0317,3,2021-08-17,C0245
V006144,P0426,2,2020-01-11,C0096
V003216,P0190,8,2022-09-19,C0026
V004824,P0138,5,2022-11-20,C0294
V005749,P0402,9,2021-03-25,C0297
V006691,P0311,7,2021-08-07,C0113
V001134,P0129,7,2023-08-12,C0147
V000427,P0036,5,2022-04-25,C0131
V006436,P0149,1,2024-06-26,C0168
V003528,P0133,7,2021-10-15,C0088
V002062,P0407,1,2022-10-23,C0134
V001247,P0319,7,2020-06-27,C0271
V000603,P0129,2,2023-03-09,C0061
V006136,P0153,7,2022-09-07,C0299
V007733,P0365,2,2021-09-14,C0285
V002300,P0232,3,2023-03-05,C0212
V007358,P0555,5,2023-06-08,C0263
V006617,P0092,7,2024-06-22,C0049
V000209,P0432,4,2020-06-24,C0149
V000149,P0224,6,2020-01-25,C0159
V003517,P0199,2,2022-10-19,C0069
V002454,P0531,5,2021-05-14,C0059
V005776,P0221,9,2020-02-21,C0275
V006062,P0248,9,2021-03-27,C0164
V001334,P0071,7,2021-12-18,C0211
V007970,P0100,5,2020-06-21,C0078
V007768,P0515,3,2022-06-15,C0232
V006358,P0375,2,2020-04-11,C0254
V005535,P0181,7,2022-01-01,C0088
V003403,P0008,7,2023-10-04,C0045
V001782,P0163,9,2024-05-30,C0073
V006699,P0550,6,2022-04-27,C0011
V004181,P0578,7,2021-08-27,C0028
V000256,P0505,2,2020-11-14,C0117
V005182,P0412,1,2023-02-11,C0178
V000828,P0210,5,2024-03-01,C0166
V006278,P0200,10,2020-06-19,C0049
V000022,P0264,10,2022-03-04,C0022
V005652,P0503,2,2020-03-11,C0152
V003793,P0495,7,2023-02-07,C0246
V002292,P0560,9,2022-04-10,C0044
V001424,P0391,7,2022-07-19,C0007
V003427,P0412,4,2022-08-25,C0169
V001045,P0262,8,2020-02-06,C0291
V007901,P0133,1,2024-03-07,C0264
V004874,P0474,1,2022-11-27,C0159
V004891,P0509,7,2021-11-10,C0122
V005506,P0147,1,2024-05-05,C0070
V006356,P0574,1,2021-09-10,C0078
V003843,P0196,1,2020-01-24,C0042
V002346,P0016,4,2023-09-08,C0035
V002206,P0109,8,2020-07-10,C0120
V000672,P0457,3,2024-04-17,C0174
V000838,P0351,3,2021-11-10,C0195
V001178,P0430,6,2023-02-18,C0255
V005983,P0235,6,2023-12-10,C0154
V007652,P0248,9,2024-03-30,C0079
V004871,P0471,4,2020-12-23,C0074
V002297,P0057,4,2021-06-01,C0027
V005824,P0236,7,2023-02-14,C0145
V001758,P0279,2,2022-09-16,C0155
V003519,P0087,3,2022-08-04,C0159
V003760,P0019,7,2022-08-31,C0182
V002512,P0266,2,2022-12-24,C0249
V001287,P0286,8,2023-07-07,C0277
V006396,P0137,10,2021-12-08,C0246
V006137,P0588,1,2022-07-31,C0021
V002746,P0454,1,2021-12-13,C0279
V003105,P0130,1,2023-05-25,C0203
V007443,P0366,10,2020-03-06,C0264
V003692,P0447,5,2021-12-22,C0051
V005528,P0574,7,2021-04-21,C0234
V003192,P0487,1,2021-11-11,C0244
V006097,P0307,5,2020-01-08,C0090
V002862,P0026,7,2021-03-28,C0086
V000305,P0398,10,2024-01-06,C0150
V001844,P0493,9,2020-03-07,C0262
V001102,P0282,2,2023-08-27,C0001
V005859,P0362,9,2023-12-23,C0158
V006492,P0483,8,2022-05-16,C0050
V000358,P0456,7,2022-03-30,C0088
V002865,P0292,1,2020-09-21,C0258
V005321,P0334,1,2022-07-07,C0005
V000622,P0587,1,2024-02-06,C0253
V001136,P0333,2,2020-11-11,C0275
V005610,P0396,10,2022-02-21,C0084
V005959,P0081,4,2023-09-27,C0084
V001424,P0486,2,2022-07-19,C0007
V005143,P0216,9,2024-06-21,C0162
V002014,P0059,3,2021-12-05,C0217
V007388,P0250,6,2022-10-02,C0262
V006358,P0527,10,2020-04-11,C0254
V000590,P0159,8,2021-08-18,C0120
V000756,P0463,6,2023-05-08,C0264
V006073,P0485,4,2020-11-23,C0167
V001853,P0583,1,2020-09-12,C0237
V005465,P0489,2,2023-11-10,C0137
V000739,P0403,8,2020-11-02,C0123
V004398,P0179,7,2023-07-21,C0300
V007040,P0470,1,2020-04-17,C0031
V001798,P0190,2,2022-01-25,C0165
V007906,P0564,6,2024-01-19,C0122
V004138,P0190,2,2023-05-28,C0049
V006595,P0412,7,2022-08-17,C0043
V004319,P0141,2,2023-11-17,C0022
V005943,P0008,1,2023-03-03,C0017
V007962,P0160,5,2022-11-05,C0045
V001587,P0340,5,2021-08-03,C0291
V006521,P0053,5,2020-06-18,C0007
V002643,P0275,4,2021-05-18,C0126
V004041,P0144,8,2022-02-01,C0154
V002610,P0513,8,2020-01-24,C0234
V001106,P0154,9,2023-11-02,C0117
V006086,P0176,1,2021-09-06,C0286
V007059,P0538,7,2020-04-04,C0166
V005772,P0405,9,2020-12-02,C0297
V004287,P0417,5,2023-08-24,C0126
V006812,P0465,5,2020-01-21,C0048
V000346,P0120,3,2023-05-04,C0074
V005548,P0235,2,2023-01-17,C0150
V005723,P0100,3,2023-08-16,C0046
V007210,P0021,8,2022-01-18,C0286
V004064,P0008,9,2022-07-29,C0036
V006262,P0333,6,2020-01-06,C0043
V005608,P0153,10,2024-03-24,C0001
V002590,P0578,7,2020-02-02,C0265
V004522,P0550,10,2021-10-08,C0258
V001067,P0506,1,2022-03-02,C0137
V004537,P0187,4,2022-10-23,C0156
V002865,P0498,9,2020-09-21,C0258
V003887,P0151,8,2021-08-26,C0003
V007270,P0299,1,2021-03-22,C0035
V002114,P0058,2,2023-01-20,C0291
V000850,P0489,5,2020-05-04,C0030
V002160,P0456,1,2021-07-29,C0214
V007366,P0258,5,2021-11-02,C0138
V000708,P0075,2,2021-08-02,C0025
V000637,P0194,7,2024-01-19,C0250
V004397,P0161,6,2024-01-02,C0267
V004120,P0474,2,2022-10-11,C0232
V004298,P0096,9,2022-06-30,C0076
V001137,P0449,6,2020-12-31,C0009
V004456,P0407,8,2021-03-04,C0028
V003052,P0167,8,2020-07-02,C0051
V006865,P0385,8,2021-02-22,C0071
V005471,P0235,5,2020-09-27,C0043
V002491,P0491,2,2022-09-14,C0260
V005706,P0072,7,2022-10-21,C0271
V002187,P0318,8,2021-05-23,C0271
V003979,P0065,3,2022-06-04,C0190
V007728,P0039,1,2022-12-04,C0082
V000704,P0259,7,2023-02-11,C0119
V007406,P0157,3,2023-05-08,C0025
V004124,P0316,2,2021-10-25,C0223
V001727,P0241,10,2021-08-03,C0294
V004278,P0522,10,2020-05-24,C0113
V000654,P0307,4,2023-09-20,C0127
V000383,P0131,1,2021-11-23,C0104
V006579,P0259,4,2020-04-23,C0234
V006545,P0449,8,2024-06-10,C0065
V006067,P0336,8,2020-10-13,C0050
V006082,P0555,9,2020-01-25,C0278
V003394,P0274,4,2024-06-08,C0241
V001678,P0287,10,2021-11-12,C0167
V007431,P0139,4,2023-12-08,C0027
V002644,P0402,10,2020-08-06,C0295
V005078,P0150,1,2022-02-17,C0164
V006330,P0430,7,2020-05-12,C0269
V007593,P0334,1,2023-06-27,C0159
V004027,P0296,8,2022-12-11,C0195
V006540,P0199,9,2020-10-02,C0241
V006855,P0255,9,2022-11-30,C0267
V005701,P0090,1,2020-05-08,C0155
V005894,P0321,2,2022-02-28,C0263
V007212,P0317,7,2022-01-18,C0218
V000040,P0023,9,2022-04-23,C0229
V003121,P0395,2,2020-11-19,C0271
V004630,P0113,1,2022-10-09,C0234
V007228,P0037,4,2020-02-10,C0003
V002069,P0010,2,2024-01-25,C0198
V007262,P0550,8,2023-05-19,C0258
V003375,P0491,8,2022-07-04,C0096
V000691,P0135,1,2023-06-21,C0036
V001091,P0229,10,2022-05-13,C0228
V006405,P0030,10,2023-11-17,C0037
V007660,P0446,6,2020-04-02,C0250
V005684,P0457,9,2021-07-17,C0254
V000064,P0515,8,2022-03-04,C0281
V000173,P0176,4,2020-07-07,C0071
V001269,P0305,10,2021-10-28,C0164
V001217,P0024,5,2023-11-14,C0050
V002232,P0004,7,2022-04-06,C0001
V002907,P0526,9,2020-11-27,C0109
V005080,P0428,10,2021-06-24,C0028
V006495,P0395,10,2023-01-07,C0126
V005522,P0439,9,2023-01-03,C0137
V001526,P0366,3,2024-02-12,C0164
V004080,P0120,4,2022-06-18,C0203
V007635,P0068,6,2020-08-05,C0048
V005676,P0216,6,2022-04-13,C0117
V002931,P0216,7,2020-08-26,C0217
V006700,P0251,9,2020-04-29,C0075
V002228,P0104,10,2023-09-07,C0174
V000835,P0421,6,2023-10-24,C0181
V005643,P0104,5,2023-04-28,C0022
V000489,P0172,3,2023-10-08,C0254
V001132,P0516,7,2020-05-01,C0021
V001135,P0505,1,2020-06-12,C0015
V003470,P0458,5,2021-04-20,C0200
V006560,P0149,10,2023-06-09,C0224
V001044,P0266,4,2021-03-29,C0279
V007120,P0415,1,2020-11-14,C0075
V007823,P0337,9,2022-06-29,C0250
V006924,P0097,5,2021-12-22,C0226
V004936,P0046,1,2022-10-29,C0159
V001478,P0518,5,2020-07-20,C0035
V007771,P0142,8,2023-04-12,C0073
V006901,P0075,8,2020-11-22,C0245
V002984,P0035,3,2023-07-13,C0148
V003261,P0336,10,2021-11-04,C0186
V007376,P0573,2,2021-11-07,C0277
V004979,P0324,9,2023-11-06,C0182
V002906,P0350,8,2020-06-06,C0148
V003821,P0064,2,2022-05-26,C0183
V007181,P0232,1,2022-12-31,C0174
V003951,P0166,4,2024-04-30,C0036
V001265,P0046,4,2023-07-16,C0132
V003758,P0099,7,2021-09-04,C0200
V007750,P0434,4,2021-01-20,C0048
V007245,P0311,9,2020-10-01,C0071
V003662,P0122,1,2023-03-11,C0174
V001665,P0426,2,2021-06-24,C0075
V003494,P0406,3,2023-09-21,C0251
V003920,P0180,7,2024-06-05,C0074
V000466,P0104,9,2024-04-08,C0282
V000678,P0461,7,2023-01-27,C0044
V003136,P0062,5,2021-04-04,C0140
V005214,P0471,3,2023-02-20,C0090
V002198,P0417,2,2021-03-26,C0122
V007822,P0150,9,2023-10-28,C0228
V007960,P0276,8,2021-02-17,C0228
V006469,P0286,9,2023-05-19,C0224
V005443,P0128,1,2022-06-16,C0125
V002482,P0295,7,2021-01-03,C0211
V005908,P0159,3,2021-11-14,C0104
V001755,P0439,6,2020-11-16,C0246
V005842,P0565,3,2020-01-31,C0224
V006806,P0072,7,2020-12-03,C0145
V001786,P0536,10,2020-08-23,C0247
V005133,P0026,2,2022-08-15,C0093
V003837,P0440,6,2020-01-24,C0276
V001310,P0347,9,2022-02-08,C0144
V001965,P0018,3,2022-05-15,C0206
V004313,P0307,7,2020-04-23,C0254
V005746,P0518,2,2022-12-03,C0261
V000749,P0211,3,2023-07-29,C0184
V003617,P0138,3,2022-06-18,C0070
V007089,P0418,9,2022-06-16,C0061
V007642,P0006,7,2020-01-13,C0140
V004924,P0353,8,2021-04-12,C0007
V001545,P0532,6,2022-08-12,C0126
V007129,P0294,2,2023-01-23,C0073
V002442,P0584,10,2020-05-07,C0092
V001883,P0367,7,2022-10-27,C0109
V006554,P0116,8,2020-02-07,C0214
V007426,P0460,2,2023-05-06,C0133
V000224,P0036,4,2020-02-25,C0269
V004251,P0101,10,2021-07-26,C0036
V001270,P0174,9,2021-05-22,C0228
V005582,P0276,8,2021-10-14,C0074
V002945,P0329,10,2024-01-02,C0147
V001509,P0025,7,2020-06-28,C0204
V006376,P0019,10,2020-02-15,C0046
V001080,P0185,9,2021-05-05,C0256
V005508,P0046,5,2021-05-11,C0143
V004954,P0557,10,2022-06-25,C0183
V007213,P0532,9,2023-09-30,C0185
V005803,P0497,10,2020-11-03,C0032
V001366,P0276,1,2021-01-16,C0001
V006121,P0251,2,2021-03-01,C0213
V003597,P0393,7,2023-09-16,C0148
V004754,P0344,3,2022-10-24,C0090
V003120,P0485,8,2022-01-11,C0275
V006990,P0555,7,2020-10-05,C0203
V005164,P0264,10,2022-07-16,C0232
V000288,P0506,10,2024-03-03,C0131
V003104,P0564,2,2020-04-28,C0197
V004687,P0313,2,2024-03-01,C0276
V003352,P0481,1,2023-03-24,C0300
V005894,P0407,5,2022-02-28,C0263
V000601,P0392,7,2024-05-23,C0282
V001281,P0227,10,2023-10-13,C0034
V006391,P0245,5,2023-11-06,C0169
V007159,P0403,10,2023-09-15,C0204
